label,p1,raw_cts,raw_curr,p2,p3,p4,p5,p6,p7
AC181079,15,591,18.2246324,19.502083,0.266414624,1.060358428,1.256874565,0.466317694,TRUE
AC181117,1,515,17.60553909,19.498559,0.240361963,1.064228436,1.264032861,0.464136761,TRUE
AC181117,2,572,17.99786321,19.501667,0.261104107,1.060182888,1.202142241,0.467000216,TRUE
AC181117,3,581,17.94740865,19.502052,0.265952715,1.059865181,1.185694331,0.467394291,TRUE
AC181117,4,573,17.81820647,19.502538,0.264186037,1.059722223,1.181506017,0.467553807,TRUE
AC181117,5,552,17.68494117,19.510186,0.256321128,1.059464577,1.182031966,0.467686929,TRUE
AC181117,6,551,17.55366537,19.511841,0.257748349,1.059229736,1.182166323,0.46795281,TRUE
AC181117,7,518,17.42923636,19.503046,0.244151453,1.059238336,1.184797451,0.468091013,TRUE
AC181117,8,543,17.43722442,19.491824,0.255964861,1.059192494,1.200339668,0.468137795,TRUE
AC181117,9,523,17.41723268,19.502938,0.246679382,1.05912641,1.209836212,0.468332267,TRUE
AC181117,10,484,17.40201692,19.502581,0.22848834,1.059031871,1.218047263,0.468418255,TRUE
AC181117,11,548,17.44684679,19.502564,0.258037162,1.058844973,1.225611445,0.468456856,TRUE
AC181117,12,554,17.44889601,19.502566,0.260831724,1.05866174,1.230390176,0.468668076,TRUE
AC181117,13,518,17.44767806,19.502096,0.243905272,1.058570273,1.236865612,0.468729879,TRUE
AC181117,14,518,17.47322163,19.502884,0.243538874,1.058452931,1.243321826,0.468842283,TRUE
AC181117,15,538,17.52143381,19.501563,0.252263008,1.05817607,1.251770387,0.468883393,TRUE
AC181155,1,543,16.6378681,19.492954,0.268246987,1.062371918,1.334410086,0.466120447,TRUE
AC181155,2,508,17.30794641,19.502042,0.241128442,1.058187096,1.283084748,0.46942235,TRUE
AC181155,3,487,17.34532336,19.503422,0.230646092,1.057868397,1.265057698,0.470044643,TRUE
AC181155,4,559,17.28759547,19.511698,0.265517108,1.058170293,1.259800313,0.470229909,TRUE
AC181155,5,548,17.29346724,19.501546,0.260339339,1.058038637,1.264252551,0.470321899,TRUE
AC181155,6,567,17.29832988,19.502533,0.269276355,1.058019371,1.271120324,0.470461025,TRUE
AC181155,7,574,17.27866459,19.501182,0.272929915,1.058172545,1.279362664,0.470529946,TRUE
AC181155,8,520,17.28908634,19.4935769,0.247200942,1.058023785,1.284330016,0.470580526,TRUE
AC181155,9,532,17.28611612,19.501279,0.252849132,1.058040385,1.289960667,0.470511828,TRUE
AC181155,10,542,17.29074159,19.50282,0.257512676,1.057993562,1.296728484,0.470701398,TRUE
AC181155,11,545,17.32084281,19.5025869,0.258491114,1.058008925,1.306994058,0.470844806,TRUE
AC181155,12,525,17.38212138,19.502353,0.248130339,1.058165009,1.317654771,0.47088372,TRUE
AC181155,13,535,17.42943049,19.50283,0.252164129,1.058161622,1.325277515,0.471176868,TRUE
AC181155,14,560,17.42611934,19.502007,0.264008794,1.058307554,1.325436562,0.471320855,TRUE
AC181155,15,558,17.50163138,19.502539,0.261923743,1.058455766,1.330358369,0.47129505,TRUE
AC181193,1,537,17.41526311,19.4990789,0.253361433,1.063291136,1.448294678,0.469614463,TRUE
AC181193,2,595,18.4426663,19.501106,0.265060109,1.058974985,1.415713815,0.472595802,TRUE
AC181193,3,594,18.81066392,19.492467,0.259552891,1.058869716,1.412309737,0.472896548,TRUE
AC181193,4,601,18.97298138,19.501225,0.260247973,1.05877218,1.412597598,0.472930231,TRUE
AC181193,5,598,19.02321042,19.502191,0.258252375,1.058910582,1.414588271,0.472826702,TRUE
AC181193,6,598,19.04555646,19.500948,0.257965811,1.058996008,1.419361115,0.472838362,TRUE
AC181193,7,571,19.08279045,19.502559,0.245817606,1.05919845,1.428610764,0.472683991,TRUE
AC181193,8,594,19.1742544,19.501377,0.254514799,1.059261967,1.440420415,0.47248423,TRUE
AC181193,9,607,19.2879914,19.502304,0.258539035,1.059374926,1.451221821,0.47232667,TRUE
AC181193,10,566,19.42014986,19.492601,0.239554547,1.059444149,1.46855718,0.472184056,TRUE
AC181193,11,588,19.52036018,19.502216,0.247466203,1.05962981,1.484660528,0.472123303,TRUE
AC181193,12,606,19.62089843,19.501926,0.253738628,1.059860894,1.500460734,0.471989867,TRUE
AC181193,13,634,19.74481146,19.50079,0.263811922,1.059912037,1.512953548,0.471788699,TRUE
AC181193,14,600,19.83977663,19.511829,0.248328662,1.059940123,1.524477356,0.471795407,TRUE
AC181193,15,575,19.89881763,19.501778,0.237397817,1.060115321,1.529572133,0.471729925,TRUE
AC181231,1,596,19.8069792,19.502281,0.247202559,1.065083374,1.635371239,0.469843649,TRUE
AC181231,2,587,20.70687193,19.50161,0.232896785,1.061113007,1.596974733,0.472788325,TRUE
AC181231,3,697,20.95959773,19.501251,0.27321071,1.06117726,1.593655876,0.473000864,TRUE
AC181231,4,673,21.09278191,19.500531,0.262147139,1.061177356,1.595248503,0.472934933,TRUE
AC181231,5,688,21.12132156,19.50027,0.26763141,1.061085801,1.587865008,0.472841041,TRUE
AC181231,6,657,21.07942868,19.500408,0.256078545,1.060953761,1.577910295,0.472653189,TRUE
AC181231,7,701,21.03717702,19.499127,0.273795147,1.061011952,1.568070801,0.472493967,TRUE
AC181231,8,675,20.97929662,19.5096409,0.264225015,1.061117861,1.552594987,0.472307649,TRUE
AC181231,9,682,20.98265789,19.5013599,0.267035705,1.061173222,1.543019655,0.472044654,TRUE
AC181231,10,634,21.010601,19.510743,0.247792029,1.061247767,1.540067236,0.471835959,TRUE
AC181231,11,699,21.01089391,19.500098,0.2733419,1.061226781,1.537530667,0.471764234,TRUE
AC181231,12,702,20.94845466,19.491383,0.275456372,1.061363366,1.529881972,0.47166309,TRUE
AC181231,13,693,20.96468207,19.510454,0.271448806,1.061524629,1.530039225,0.471489135,TRUE
AC181231,14,608,20.96687701,19.50225,0.238229462,1.06157596,1.528688733,0.471361071,TRUE
AC181231,15,677,20.93188476,19.501462,0.265719557,1.061554012,1.524018066,0.47117014,TRUE
AC181269,1,649,21.65562509,19.491993,0.246336112,1.068094696,1.677089013,0.46751412,TRUE
AC181269,2,682,22.33573509,19.500832,0.250865732,1.062917061,1.619540584,0.471140871,TRUE
AC181269,3,741,22.41330764,19.510039,0.27149665,1.062859419,1.606002196,0.471545588,TRUE
AC181269,4,673,22.43886081,19.501629,0.246407389,1.062799011,1.60171123,0.47170692,TRUE
AC181269,5,690,22.42740403,19.490683,0.252902652,1.062916832,1.601253524,0.471684396,TRUE
AC181269,6,704,22.41829085,19.500925,0.258003326,1.063003016,1.605933442,0.471496296,TRUE
AC181269,7,685,22.40917007,19.490656,0.251274663,1.062997877,1.612722794,0.471330767,TRUE
AC181269,8,709,22.38281397,19.500962,0.260247084,1.063038608,1.612930024,0.471164687,TRUE
AC181269,9,655,22.3185374,19.500447,0.241124511,1.062927729,1.609321777,0.471071448,TRUE
AC181269,10,722,22.29853233,19.500809,0.26602267,1.063120993,1.606927649,0.470869997,TRUE
AC181269,11,768,22.33135257,19.499426,0.282575641,1.063016635,1.608396457,0.470551148,TRUE
AC181269,12,707,22.34563402,19.500964,0.259944725,1.063122835,1.611037643,0.470454198,TRUE
AC181269,13,648,22.33406696,19.510618,0.238257469,1.063036961,1.614913362,0.470459658,TRUE
AC181269,14,729,22.3168869,19.500143,0.268390091,1.06312639,1.620475198,0.47029521,TRUE
AC181269,15,708,22.30162323,19.500886,0.260827151,1.063105096,1.622402599,0.470185635,TRUE
AC181307,1,767,23.00287743,19.4906669,0.274092314,1.067650556,1.821103663,0.468709256,TRUE
AC181307,2,769,23.88841339,19.490555,0.264621536,1.063946837,1.78324458,0.470968955,TRUE
AC181307,3,725,24.12543573,19.491228,0.247021069,1.063935233,1.780607027,0.470975337,TRUE
AC181307,4,781,24.20465709,19.509533,0.264981518,1.063973048,1.777529593,0.470787954,TRUE
AC181307,5,743,24.22211383,19.491007,0.252146447,1.063752788,1.777035969,0.470744099,TRUE
AC181307,6,750,24.19866489,19.509241,0.254530507,1.063788621,1.778135611,0.470735667,TRUE
AC181307,7,773,24.14982532,19.500491,0.262984596,1.063823238,1.776949792,0.470652518,TRUE
AC181307,8,741,24.10136207,19.51008,0.25248055,1.0639009,1.777197476,0.470669931,TRUE
AC181307,9,782,24.07373144,19.4990789,0.266906778,1.06385494,1.778889779,0.470382141,TRUE
AC181307,10,735,24.06220412,19.490916,0.25109036,1.063824953,1.783534531,0.47013457,TRUE
AC181307,11,761,24.04320467,19.499669,0.260061116,1.06369945,1.787799805,0.469825364,TRUE
AC181307,12,757,24.01775651,19.490888,0.259084942,1.063710318,1.790781523,0.469496075,TRUE
AC181307,13,762,23.97887211,19.499356,0.261105674,1.063725944,1.792751957,0.46925855,TRUE
AC181307,14,737,23.94945577,19.50067,0.252832363,1.063699268,1.793194338,0.469101579,TRUE
AC181307,15,749,23.92223391,19.490714,0.257372828,1.063675752,1.793306517,0.468837758,TRUE
AC181345,1,738,23.50408656,19.491222,0.258097783,1.069102661,1.915283589,0.465836343,TRUE
AC181345,2,822,24.02034078,19.490002,0.281313858,1.060090057,1.843136495,0.4685121,TRUE
AC181345,3,743,24.31459944,19.490858,0.251189276,1.063846283,1.844686494,0.468540675,TRUE
AC181345,4,810,24.34360959,19.490513,0.273518768,1.064024245,1.838639503,0.468467028,TRUE
AC181345,5,758,24.34351794,19.499955,0.255836564,1.063898588,1.835850421,0.468428521,TRUE
AC181345,6,760,24.31459085,19.500122,0.256814568,1.063887586,1.831403843,0.468275162,TRUE
AC181345,7,731,24.23816408,19.499396,0.247803168,1.063877729,1.830000688,0.468244395,TRUE
AC181345,8,759,24.19629632,19.509867,0.257601822,1.063915675,1.834541864,0.46808265,TRUE
AC181345,9,736,24.19763189,19.490932,0.250024576,1.064042287,1.843678974,0.467942892,TRUE
AC181345,10,768,24.18485142,19.4991309,0.260923322,1.063979123,1.849303523,0.467832889,TRUE
AC181345,11,754,24.16800091,19.500638,0.256325701,1.063952991,1.852026147,0.467655475,TRUE
AC181345,12,764,24.14201599,19.499719,0.260017052,1.063835798,1.850611476,0.467544394,TRUE
AC181345,13,806,24.083806,19.49017,0.275108907,1.06380424,1.847620196,0.467573494,TRUE
AC181345,14,731,24.0187676,19.491066,0.250173568,1.063809583,1.844389615,0.46747599,TRUE
AC181345,15,773,23.95122911,19.510916,0.265023501,1.06372947,1.838122502,0.467572803,TRUE
